ilkid	gp	minutes	pts	reb	asts	turnover	fga	fgm
ROELO01   	66	479	130	92	21	28	138	46
ROGERCA01 	298	5653	2196	1272	182	297	1658	888
ROGERHA01 	18	298	137	96	15	21	124	60
ROGERJO01 	69	636	251	104	29	30	246	116
ROGERMA01 	26	176	100	11	10	0	116	43
ROGERRO01 	866	21871	9468	3882	1722	1631	7994	3608
ROGERRO02 	137	2309	652	483	57	101	596	288
ROGERWI01 	40	294	85	47	16	30	80	27
ROGESAL01 	84	2138	631	237	179	0	675	243
ROHLOKE01 	2	7	0	0	1	0	1	0
ROLLIKE01 	168	426	817	45	344	0	1056	326
ROLLIPH01 	176	2742	898	395	458	0	910	350
ROLLITR01 	1156	24028	6249	6750	660	1057	4963	2592
ROMARLO01 	291	5188	1731	385	1022	350	1553	720
RondoRa01 	235	6782	2268	1030	1349	493	1922	922
ROOKJE01  	28	155	85	31	10	0	82	37
ROOKSSE01 	749	13559	4676	2877	631	804	3725	1710
RoseDe01  	81	3000	1361	317	512	202	1208	574
ROSEJA01  	923	27926	13220	3186	3527	2102	10945	4852
ROSEMA01  	813	13396	5003	3371	684	1059	4104	1792
ROSENAL01 	51	0	150	0	27	0	287	60
ROSENDI01 	85	1594	575	352	170	0	602	218
ROSENHA01 	60	0	382	0	36	0	390	119
ROSENLE01 	82	578	342	145	29	0	410	134
ROSERO01  	2	3	0	2	0	0	1	0
ROSSQU01  	369	7526	1708	865	408	198	1649	695
ROTHDO01  	42	412	81	120	20	16	86	37
ROTHEIR01 	131	0	709	0	90	0	898	240
ROTHSC01  	160	1798	751	204	186	136	661	248
ROTTNMI01 	100	0	540	0	139	0	839	243
ROUNDDA01 	746	23443	11318	7243	1620	1806	8852	4289
ROUNDDA01 	67	767	339	259	35	64	309	131
ROUXGI01  	151	0	617	0	49	0	854	239
ROWANRO01 	7	16	12	1	1	3	9	4
ROWECU01  	590	18277	6873	4264	932	164	5847	2821
ROWINJI01 	23	127	57	34	5	10	36	15
ROWLADE01 	2	9	3	1	1	0	3	1
ROWSOBR01 	82	1092	457	273	47	44	347	158
ROYALDO01 	504	8442	3161	1431	500	543	2036	964
ROYALRE01 	2	11	4	0	0	0	4	2
RoyBr01   	209	7710	4136	968	1060	404	3252	1513
ROYERBO01 	42	0	197	0	85	0	231	78
ROZIECL01 	173	2984	827	897	98	162	705	350
RUCKEGU01 	3	4	0	1	1	0	0	0
RUDDDE01  	239	2357	816	184	519	250	768	317
RUDDJO01  	58	723	184	167	35	59	133	59
RUDOMJO01 	131	1644	822	412	72	0	787	314
RUFFIMI01 	414	5969	716	1632	250	273	634	258
RUFFITR01 	110	1870	1011	155	317	196	845	347
RUFFNPA01 	81	1064	452	344	52	69	384	184
RUFFNPA01 	52	214	109	49	9	0	109	48
RUKLIJO01 	114	909	398	286	48	0	481	176
RULANJE01 	332	11088	5763	3378	1002	1212	3734	2105
RULEBO01  	403	11862	7007	3333	594	0	6029	2777
RULLOJE01 	95	0	271	0	70	0	370	108
RUSCOST01 	7	30	8	6	3	3	9	3
RushBr01  	75	1801	610	233	66	75	575	243
RUSHKA01  	339	5897	2204	566	349	294	2177	872
RUSSEBI01 	963	40726	14522	21620	4100	0	12930	5687
RUSSEBR01 	841	19807	6663	2921	1085	835	5272	2274
RUSSECA01 	817	22213	12377	3068	1838	35	11154	5172
RUSSECA02 	566	16781	8953	2696	1684	1025	7397	3398
RUSSEFR01 	23	131	74	17	15	0	77	29
RUSSEPI01 	110	1015	435	222	112	66	419	184
RUSSERU01 	26	269	141	52	7	32	158	56
RUSSEWA01 	155	1767	464	187	350	201	456	179
SABONAR01 	470	11375	5629	3436	964	837	4160	2082
SADOWED01 	229	0	3579	0	416	0	3605	1276
SAILOKE01 	276	0	3480	120	781	0	3813	1255
SALLEJO01 	748	16524	5228	3356	916	949	3697	1871
SALMOJO01 	520	12780	4562	1542	1229	736	3671	1646
SALVAAL01 	17	186	54	46	4	12	58	21
SALVAKE01 	39	241	42	45	13	17	46	13
SAMAKSO01 	47	303	68	76	5	6	72	28
SambCh01  	22	115	22	31	1	4	36	9
SAMPSJA01 	72	629	142	242	26	33	108	53
SAMPSRA01 	456	13591	7039	4011	1038	1363	6012	2924
SANCHPE01 	38	187	20	21	49	8	33	9
SANDEAL01 	4	25	8	5	0	3	2	2
SANDEFR01 	69	665	352	131	69	76	323	139
SANDEJE01 	55	462	112	103	25	32	124	49
SANDEME01 	16	111	41	23	3	8	33	16
SANDEMI01 	648	12391	5162	1927	880	731	4499	2167
SANDETH01 	916	22164	8766	5798	1026	0	7988	3416
SANFORO01 	1	2	0	0	0	0	0	0
SANTIBO01 	4	23	11	3	1	0	10	5
SANTIDA01 	122	1418	417	260	38	85	326	153
SAPPLWA01 	33	298	96	75	7	21	87	41
SASSEJA01 	14	108	30	15	4	4	34	14
SASSEJE01 	82	1061	204	191	67	41	221	67
SATTEKE01 	75	1064	321	95	176	96	382	128
SAULDWO01 	462	12788	4930	3618	498	0	6288	2189
SAULFR01  	384	6219	2152	683	596	0	2170	781
SAULTGL01 	22	120	59	19	11	11	70	22
SAUNDFR01 	210	2899	1107	624	224	42	1099	487
SAVAGDO01 	17	173	54	31	14	0	62	15
SAVOVPR01 	27	256	83	25	22	21	93	29
SAWYEAL01 	33	0	217	125	25	0	215	87
SCALABR01 	422	6083	1464	957	388	310	1378	537
SCALEAL01 	1	0	0	0	0	0	0	0
SCALEDE01 	49	521	224	140	10	34	235	98
SCHADBE01 	37	0	56	0	6	0	116	23
SCHADFR01 	9	76	10	6	10	0	7	2
SCHAEBI01 	137	1788	802	289	94	106	733	346
SCHAEHE01 	123	0	932	0	388	0	886	336
SCHAFBO01 	65	745	273	82	68	0	336	100
SCHARBE01 	52	0	103	0	19	0	166	33
SCHATMA01 	34	0	115	0	38	0	174	43
SCHAUFR01 	334	6637	4070	1609	961	0	3826	1345
SCHAYDA01 	1138	21975	8780	5671	1299	1572	6228	2994
SCHAYDO01 	996	29800	18438	11256	3072	0	15427	5863
SCHECOS01 	54	0	435	0	109	0	588	162
SCHEFST01 	174	918	331	180	26	34	217	121
SCHEFTO01 	39	268	52	76	11	15	51	21
SCHELDA01 	73	513	208	76	60	0	249	87
SCHENLU01 	31	266	55	54	8	9	49	23
SCHERHE01 	32	167	115	76	23	0	149	43
SCHINDU01 	217	1950	587	536	93	119	633	256
SCHLUDA01 	586	9624	3130	3034	920	15	2366	1176
SCHNEOT01 	43	0	275	0	64	0	280	93
SCHNIDI01 	364	6744	3028	1372	480	0	2464	928
SCHOERU01 	290	3548	1491	735	175	228	1428	621
SCHOLDA01 	1	1	2	0	0	0	1	1
SCHOOMI01 	103	0	616	0	96	0	565	193
SCHREDE01 	1136	33597	15761	7022	3833	2268	10995	5400
SCHULDI01 	205	0	1141	0	203	0	1507	391
SCHULHO01 	173	1775	913	326	300	0	1076	292
SCHURRO01 	21	252	100	29	18	23	94	35
SCHWEJO01 	22	117	57	22	18	16	75	25
SCOLAFR01 	534	6573	6014	857	1406	0	6651	2132
ScolaLu01 	164	4509	1891	1247	229	228	1469	769
SCOTTAL01 	627	10853	3088	1992	847	617	2436	1171
SCOTTBR01 	16	55	19	9	3	4	17	8
SCOTTBY01 	1073	30154	15097	2987	2729	1597	12268	5918
SCOTTCH01 	163	6423	4913	835	845	340	4252	1935
SCOTTCH01 	554	19101	9924	2011	2670	656	9153	4065
SCOTTDE01 	629	17983	8094	1774	1296	768	7111	2962
SCOTTJA01 	8	32	1	6	3	2	8	0
SCOTTRA01 	684	21339	10184	7154	1618	0	9641	3906
SCOTTRA01 	127	2370	1445	825	163	55	1326	583
SCOTTSH01 	105	634	189	228	20	36	168	78
SCOTTWI01 	8	51	13	4	2	0	15	6
SCRANPA01 	5	41	9	16	1	1	9	4
SCURRCA01 	180	2376	847	524	192	195	666	320
SEALSBR01 	235	5734	2422	1087	293	103	2291	996
SEALSBR01 	113	1729	685	376	67	105	747	289
SEALSSH01 	4	9	4	4	0	0	8	1
SEALYMA01 	493	11720	4955	1585	816	681	4375	1865
SEARCED01 	4	12	6	0	1	0	6	2
SEARSKE01 	529	14923	7355	4142	843	0	5420	2465
SEEWA01   	61	0	320	0	143	0	303	113
SefolTh01 	206	3753	1109	650	300	217	1034	441
SEIKARO01 	678	21395	9991	6424	860	1913	7540	3647
SELBOGL01 	13	0	42	0	23	0	51	10
SELLEBR01 	398	7154	2509	1064	435	335	2268	1026
SELLEPH01 	44	329	198	41	25	0	190	73
SELTZRO01 	34	0	266	0	64	0	309	93
SELVALE01 	82	2449	1103	219	252	195	1058	375
SELVYFR01 	603	15334	6255	2186	1614	0	5807	2266
SEMINJI01 	231	0	1507	0	630	0	1737	535
SeneMo01  	47	263	103	75	1	15	82	35
SENESGE01 	482	5032	3455	878	1553	0	4087	1279
SESAYAN01 	127	1301	401	223	62	58	371	161
SessiRa01 	96	2620	1114	327	579	187	893	396
SEUNGHA01 	46	317	70	67	3	26	54	28
SEWELTO01 	21	87	20	4	6	7	36	9
SEYMOPA01 	622	14667	5836	1694	2341	0	5826	2039
SHABANI01 	53	0	242	0	29	0	385	102
SHACKCH01 	303	4614	1625	1448	170	276	1444	698
SHACKLY01 	22	183	58	27	11	0	72	22
SHAEFCA01 	53	0	165	10	46	0	182	65
SHAFFLE01 	196	5488	3291	1240	232	0	3160	1328
SHAMMGO01 	20	146	61	7	36	21	58	19
SHANNEA01 	134	0	1156	0	177	0	1318	402
SHANNHO01 	122	0	1323	0	299	0	1448	514
SHARECH01 	596	13023	4928	4986	809	0	3905	1562
SHARMBI01 	711	21793	12665	2779	2101	0	11168	4761
SharpWa01 	8	20	8	3	0	0	11	4
SHASKJO01 	136	1505	517	379	34	75	378	176
SHAVLRO01 	8	74	10	23	0	0	23	4
SHAWBR01  	943	21667	6547	3183	3918	1664	6419	2589
SHAWCA01  	9	14	2	3	0	2	8	1
SHEABO01  	43	0	93	0	6	0	153	37
SHEFFFR01 	22	0	74	0	4	0	146	29
SHELTCR01 	59	607	240	141	27	61	225	102
SHELTLO01 	673	18530	8049	4136	1459	1284	6950	3416
SHEPHBI01 	169	3121	968	191	657	219	951	368
SHEPPJE01 	18	185	40	22	16	7	39	15
SHEPPST01 	106	977	367	178	62	71	338	155
SHEROED01 	64	1624	395	149	311	104	421	171
SHIPPCH01 	23	0	107	0	46	0	137	35
SHIRLPA01 	18	121	33	19	7	10	38	15
SHORTGE01 	34	222	84	48	10	0	91	32
SHORTPU01 	842	24549	14607	3625	2123	1720	12507	5934
SHOUSDE01 	3	18	0	0	2	2	4	0
SHRIDDI01 	4	0	1	0	2	0	0	0
SHUEGE01  	699	23338	10068	2855	2608	0	9378	3715
SHUMAJO01 	318	9201	3920	2388	574	365	2698	1393
SIBERSA01 	5	26	12	4	0	0	13	4
SIBLEMA01 	28	124	46	25	13	0	56	20
SICHTJE01 	598	12732	4141	817	1962	657	3531	1789
SIDLEDO01 	314	8588	4247	2502	325	198	3211	1544
SIEGFLA01 	550	13632	5960	1567	1950	0	5248	2149
SIEWERA01 	21	0	20	0	4	0	44	6
SIKMAJA01 	1107	36943	17287	10816	3488	2586	13792	6396
SILASJA01 	328	11730	5978	1324	1413	896	4216	2123
SILASJA01 	357	8633	5060	745	1215	687	3730	1810
SILASPA01 	1254	34989	11782	12357	2572	333	9949	4293
SILLIMI01 	36	366	91	62	23	0	79	36
SIMIEWA01 	51	511	169	99	11	27	143	67
SIMMOBO01 	413	10675	3987	1673	682	493	3342	1481
SimmoCe01 	74	696	159	139	14	28	170	69
SIMMOCO01 	598	7036	5859	2294	940	0	6211	2180
SIMMOGR01 	95	2516	858	266	197	170	747	314
SIMMOJO01 	60	0	318	0	29	0	429	120
SIMMOLI01 	454	13472	5833	2833	1498	982	5179	2242
SIMONMI01 	5	19	2	2	0	3	5	1
SIMONWA01 	541	14053	6414	2704	1486	661	5712	2639
SIMPKDI01 	327	5201	1388	1187	305	368	1124	495
SIMPSRA01 	218	3980	1832	445	479	238	1890	764
SIMPSRA01 	487	15643	9953	2171	1878	1419	8758	4022
SIMSAL01  	4	25	11	4	5	6	10	4
SIMSBO01  	2	19	8	1	2	0	7	2
SIMSBO01  	65	1345	509	183	154	0	491	193
SimsCo01  	5	24	6	6	1	1	7	3
SIMSDO01  	4	12	4	4	0	0	5	2
SIMSSC01  	12	95	30	13	20	19	26	10
SINGLJA01 	172	2008	602	553	62	80	454	224
SINGLMC01 	2	10	4	0	1	0	3	2
SinglSe01 	37	301	90	35	29	23	85	31
SINICZE01 	12	68	13	2	3	0	20	5
SITTOCH01 	43	304	91	60	26	19	94	39
SKILESC01 	600	16789	6652	1526	3881	1497	5259	2290
SKINNAL01 	203	4460	1884	673	526	235	1591	696
SKINNAL01 	134	2855	1198	427	401	237	968	460
SKINNBR01 	589	10778	2850	2814	288	512	2393	1184
SKINNTA01 	145	2798	660	608	152	0	632	274
SKOOGWH01 	341	9193	2800	1133	903	0	3000	1164
SLADEJE01 	3	20	4	7	0	0	5	2
SLATERE01 	259	3513	1450	768	145	243	1037	502
SLAUGJI01 	28	525	147	148	25	0	165	53
SLAUGJO01 	63	515	225	68	52	42	238	89
SLAYTA01  	66	516	173	70	31	39	202	73
SLOANJE01 	755	25750	10571	5615	1925	0	9646	4116
SlokaUr01 	20	71	38	14	1	9	26	14
SLUBYTO01 	31	151	73	12	16	11	58	30
SMARTKE01 	2	12	2	1	2	2	2	0
SMAWLBE01 	261	0	3316	196	595	0	3544	1229
SMILEJA01 	118	0	726	0	299	0	935	239
SMITHAD01 	53	686	268	46	42	34	195	87
SMITHAD01 	719	18324	8482	1580	1697	0	7194	3087
SMITHAL01 	337	8971	3298	865	1793	927	2908	1185
SMITHBI01 	865	22407	10882	3630	1734	237	10642	4776
SMITHBI02 	30	491	205	143	20	0	188	81
SMITHBI03 	9	83	23	16	7	0	33	8
SMITHBO01 	13	137	37	33	14	0	55	13
SMITHCH01 	586	16586	8187	3262	807	1040	6372	3023
SMITHCH02 	73	588	186	76	115	44	150	65
smithch03 	120	1762	649	184	115	107	654	267
SMITHCH05 	224	3956	1140	291	627	219	976	425
SMITHCL01 	46	386	134	60	49	27	121	52
SmithCr01 	233	4547	2081	1056	188	268	1505	832
SMITHDE01 	408	9825	5232	1300	866	700	4074	2031
SMITHDE02 	48	0	73	0	6	0	119	32
SMITHDO01 	505	11023	4557	4065	601	14	4138	1769
SMITHDO02 	54	538	283	30	47	0	321	131
SMITHDO03 	8	0	6	0	2	0	13	2
SMITHDO04 	296	5833	2356	1234	400	353	2399	1020
SMITHDO05 	61	564	165	66	48	29	140	59
SMITHED01 	11	104	28	26	9	0	45	11
SMITHEL01 	562	17879	7541	5962	808	183	6578	3169
SMITHGA01 	71	1055	260	306	39	33	244	116
SMITHGA01 	63	415	168	132	17	0	182	70
SMITHGR01 	524	12269	4097	3249	969	0	3607	1737
SMITHJA01 	108	1064	329	175	66	54	303	125
SmithJa02 	76	1104	340	230	21	48	311	141
SMITHJI01 	76	876	219	187	46	47	173	89
SMITHJO01 	949	26338	11001	6388	985	1261	9299	4245
SMITHJO02 	147	3362	874	1213	116	117	907	351
SMITHJO03 	377	12562	5262	2773	997	929	4351	1975
SMITHJR01 	350	7986	4164	854	646	510	3382	1458
SMITHKE01 	737	22213	9395	1454	4073	1649	7351	3526
SMITHKE02 	42	461	138	32	43	30	150	57
SMITHKE03 	19	164	82	24	7	8	83	34
SMITHLA01 	883	22879	5904	8125	941	1280	4743	2519
SMITHLA02 	183	3131	1218	271	394	216	1122	485
SMITHLE01 	15	103	33	33	3	3	28	11
SMITHMI01 	449	10552	2527	3193	661	526	1767	950
SMITHMI02 	141	1327	698	212	142	109	620	294
SMITHMI03 	17	180	51	22	10	7	59	19
SMITHOT01 	375	7720	3951	1416	690	559	3384	1540
SMITHPE01 	5	32	4	8	1	5	12	2
SMITHPH01 	659	19166	9924	1978	2561	990	8418	4007
SMITHRA01 	976	31444	16262	3597	4487	1158	14218	6676
SMITHRE01 	66	384	99	120	5	16	99	39
SMITHRO01 	229	3118	1135	288	401	194	958	417
SMITHSA01 	310	6691	2230	1883	302	166	2137	854
SMITHSA02 	46	621	315	63	58	41	277	116
SMITHST01 	942	28853	13430	3060	2922	1714	10485	4609
SMITHST02 	8	60	14	10	4	4	18	6
SmithSt03 	8	27	5	6	0	2	8	2
SMITHTH01 	53	688	149	157	35	41	179	60
SMITHTO01 	457	7305	2504	735	881	442	2362	1017
SMITHTO02 	1	3	4	0	2	0	6	0
SMITHWI01 	78	1200	357	134	277	109	360	144
SMITSRI01 	867	23100	12871	5277	1215	1579	10461	5301
SMREKMI01 	194	1890	554	422	49	138	489	211
SMYTHJO01 	40	495	131	98	49	0	138	48
SNOWER01  	846	23138	5791	2141	4245	1391	5054	2144
SNYDEDI01 	964	25676	11755	2732	2767	84	10019	4890
SNYDEKI01 	211	3534	1333	492	241	207	1116	489
SOBEKGE01 	60	0	346	0	95	0	251	95
SOBERRI01 	821	22992	10902	2132	3525	1973	9262	4250
SOBIERO01 	192	3868	1619	791	353	0	1489	564
SOJOUMI01 	191	4282	1658	1237	172	0	1502	721
SOJOUWI01 	309	4714	1868	1488	227	314	1601	778
SOLOMWI01 	115	1586	584	132	225	116	576	218
SOMERWI01 	8	98	45	15	9	0	43	18
SOMERWI01 	135	5452	3084	637	505	379	2552	1086
SONGADA01 	410	7753	2856	1447	517	399	2401	1201
SORENDA01 	213	3857	1734	997	280	0	1562	690
SOVRAGI01 	6	0	11	0	1	0	15	5
SOWPA01   	76	881	219	214	12	41	190	79
SPAINKE01 	11	112	24	40	2	0	22	8
SPANAJI01 	259	5290	2505	652	572	399	1796	844
SpanoVa01 	31	270	85	22	28	29	72	23
SPARKDA01 	67	1190	438	303	45	70	414	160
SPARRGU01 	150	2583	1167	728	142	0	1289	461
SPARRRO01 	836	22550	7557	1755	4192	1534	7008	3264
SPEAROD01 	479	8104	4161	1409	917	0	4066	1488
SPECTAR01 	169	0	852	0	143	0	1149	322
SpeigMa01 	79	1261	608	293	30	46	502	252
SPENCAN01 	48	771	346	154	46	47	281	125
SPENCEL01 	157	2641	923	555	109	249	754	389
SPENCFE01 	640	12302	3354	3436	213	667	2466	1194
SPICELO01 	4	0	1	0	0	0	7	0
SPITZCR01 	10	44	18	24	0	0	21	8
SPOELAR01 	278	5248	2012	1273	266	0	1953	763
SPRAGBR01 	70	1590	852	329	66	81	686	306
SPREWLA01 	913	35273	16712	3724	3664	2452	14294	6076
SPRIGLA01 	169	2202	873	384	218	209	659	341
SPRINJI01 	2	0	1	0	0	0	0	0
SPRUIJI01 	1	0	2	0	0	0	3	1
STACKJE01 	854	28498	15749	2904	3118	2536	12582	5151
STACKRY01 	43	397	99	79	10	26	88	31
STACOKE01 	347	4539	1781	511	524	158	1844	769
STAGGER01 	53	1058	453	122	76	0	474	189
STALLDA01 	522	10494	4860	2453	872	0	4296	1883
STALLIS01 	313	5489	2403	861	213	0	2466	1021
STANCED01 	74	0	578	34	73	0	504	170
STANSTE01 	192	2984	1200	277	390	248	1055	468
STARKJO01 	866	23515	10829	2128	3085	1533	9589	3953
STARRKE01 	17	65	14	10	6	0	24	6
STAVELA01 	265	3380	1237	1019	251	0	1019	474
STEELLA01 	610	14777	5009	1781	1719	195	4180	2020
STEIGMA01 	2	12	3	3	2	2	4	1
STEPAVL01 	270	3726	1118	1180	94	213	1071	455
STEPHEV01 	38	215	71	23	39	29	75	25
STEPHJA01 	72	2219	743	377	207	0	643	248
STEPHJO01 	22	227	71	45	12	11	84	30
STEPPBR01 	238	2858	1297	345	280	248	945	443
STEVEBA01 	2	6	2	2	0	0	2	1
STEVEDE01 	581	14234	4976	1404	1215	698	4587	1916
STEVEWA01 	8	49	13	16	4	0	19	3
STEWADE01 	12	72	40	17	2	0	48	16
STEWAKE01 	15	110	40	31	2	8	26	12
STEWALA01 	270	5415	2005	1077	338	346	1503	765
STEWAMI01 	286	3304	623	907	88	142	556	246
STEWANO01 	5	37	10	5	2	0	15	4
STIPAST01 	403	12591	5323	3131	938	777	4160	2015
STITHBR01 	586	16417	5946	1983	1178	776	4767	2021
STITHSA01 	32	440	141	51	60	0	162	59
STITHTO01 	25	209	77	39	18	0	110	37
STIVRAL01 	22	90	44	22	4	10	43	20
STOCKJO01 	1504	47765	19711	4050	15806	4243	13658	7039
STOJAPR01 	709	24407	12583	3480	1287	1017	9804	4447
STOKEED01 	4	17	3	4	1	2	3	1
STOKEGR01 	42	384	130	62	17	22	128	57
STOKEMA01 	202	7544	3315	3492	1062	0	3567	1251
STOLKAR01 	23	0	102	0	38	0	164	36
STOLLRA01 	25	403	142	91	12	28	138	66
STONEGE01 	259	6953	3530	1480	333	146	3089	1370
STOREAW01 	60	407	143	81	21	15	140	58
STOUDAM01 	434	14854	9139	3881	595	1112	6073	3284
STOUDDA01 	878	29108	11763	3039	5371	2039	10662	4329
STOUDSA01 	157	2674	1260	214	164	158	1097	446
STOVAPA01 	25	211	76	61	13	0	76	26
STOVAPA01 	13	194	100	58	12	21	73	36
StrawDJ01 	33	272	73	28	30	11	92	29
STRAWJO01 	231	6365	1977	2296	245	0	1729	737
STRICBI01 	1	2	4	0	0	0	3	2
STRICER01 	501	10189	3780	1318	1203	668	3400	1333
STRICMA01 	281	3414	1281	770	102	163	1105	539
STRICRO01 	1094	33638	14463	4084	7987	2862	11928	5418
STRICRO02 	1	4	2	0	0	0	3	1
STROEJO01 	46	293	82	85	23	27	84	31
STRONDE01 	456	8548	3090	2213	291	421	2484	1068
STROTLA01 	13	155	60	15	14	17	73	24
STROUJO01 	9	88	25	13	9	4	34	11
STROURE01 	7	33	20	2	1	9	11	5
StuckRo01 	136	3602	1494	404	546	251	1294	554
STUMPGE01 	148	0	783	0	118	0	1040	315
STUTZST01 	166	0	1181	0	188	0	1573	402
SUITEGA01 	30	140	42	41	2	0	54	19
SUMPTBA01 	1	1	0	0	0	0	1	0
SUNDEDO01 	113	2636	874	281	224	0	881	287
SUNDOBR01 	102	524	173	107	18	30	222	79
SUNDVJO01 	502	8811	3886	554	1469	560	3642	1647
SURABO01  	657	15595	5654	2240	2474	1231	4628	1918
SURHODI01 	58	545	178	94	32	0	190	56
SUTORGE01 	79	1038	380	404	30	60	443	151
SUTTLDA01 	46	493	272	49	48	33	227	115
SUTTOGR01 	168	1950	761	153	284	183	687	272
SWAGEKE01 	80	2477	987	828	95	112	892	364
SWAINBE01 	58	708	265	262	29	0	244	99
SWANSNO01 	63	611	100	110	33	0	137	31
SWARTDA01 	39	335	175	88	21	0	150	57
SWEETMI01 	233	3615	1516	1045	145	277	1164	564
SWIFTRO01 	97	1499	416	376	20	71	340	172
SWIFTSK01 	283	6839	3279	631	820	401	2738	1218
SWIFTST01 	547	10803	4582	2536	275	690	3623	1713
SWINSAA01 	9	51	24	8	3	5	18	10
SYDNOWA01 	15	0	15	0	0	0	26	5
SYKESLA01 	1	2	0	2	0	1	0	0
SZABOBR01 	70	662	153	165	17	41	121	54
SZCZEWA01 	650	20047	9189	2601	1531	968	7184	3484
SZCZEWA02 	53	598	333	150	41	50	237	149
TABAKZA01 	247	3607	1233	883	165	269	1062	537
TABUSYU01 	4	17	7	4	3	1	6	1
TAFTCH01  	17	140	47	36	2	2	38	23
TANNESI01 	70	0	633	0	162	0	861	236
TARLADR01 	43	598	103	122	31	38	99	39
TARPLRO01 	280	7476	3533	2803	292	557	3014	1457
TARTLA01  	274	9272	5316	1374	830	426	4539	2020
TATUMEA01 	262	5229	2508	682	507	289	2415	1109
TAYLOAN01 	21	368	144	34	43	20	151	60
TAYLOBR01 	271	8887	3804	811	1002	606	3173	1584
TAYLOBR01 	330	10262	4064	797	1476	428	3295	1606
TAYLODO01 	98	836	266	106	90	59	276	109
TAYLOFA01 	561	16158	4797	2313	2275	1217	4167	1831
TAYLOFR01 	88	835	385	140	69	0	401	146
TAYLOJA01 	17	114	51	11	5	10	52	21
TAYLOJE01 	56	818	179	82	113	68	170	70
TAYLOJO01 	54	866	256	120	26	44	249	100
TAYLOLE01 	10	37	11	12	1	5	6	0
TAYLOMA01 	533	13322	5889	2452	623	973	5298	2471
TayloMi01 	51	768	289	87	106	73	267	110
TAYLOOL01 	262	6148	2539	1090	628	418	1945	886
TAYLORO01 	77	939	371	294	68	1	337	157
TAYLORO02 	79	1548	301	211	288	0	314	132
TAYLOVI01 	31	321	95	36	41	30	102	37
TEAGLTE01 	687	14509	7982	1803	956	1005	7090	3295
TELFASE01 	349	8586	2876	596	1387	595	2735	1063
TEMPLCO01 	24	102	42	31	15	12	41	17
TERREIR01 	127	2483	886	533	144	53	743	370
TERRYCA01 	94	1078	285	227	124	82	281	122
TERRYCH01 	128	1768	431	288	79	0	480	183
TERRYCH01 	213	3281	867	530	183	91	865	380
TERRYCL01 	277	3592	1647	438	392	302	1404	658
TERRYCL01 	72	711	287	61	65	8	259	121
TERRYJA01 	800	27161	12962	2281	3902	1699	10603	4769
THACKTO01 	96	1454	299	300	244	26	346	116
THACKTO01 	218	2187	721	522	222	0	828	307
THEARFL01 	25	406	96	51	44	0	113	39
THEUSRE01 	1026	34603	19015	3349	6453	3493	14973	7057
THIBEPE01 	93	992	462	144	45	73	428	194
THIEBBI01 	85	876	337	272	24	0	399	132
THIGPJU01 	3	58	11	8	4	0	19	5
THIGPJU01 	19	101	48	10	8	0	60	24
THIRDDA01 	179	1469	510	209	84	105	414	189
THOMABI01 	53	529	144	52	26	19	151	51
THOMACA01 	63	534	181	60	28	25	176	70
THOMACH01 	36	156	48	22	22	17	51	18
THOMAET01 	373	6675	2234	1840	146	362	1645	849
THOMAIR01 	26	108	46	31	10	13	50	17
THOMAIS01 	979	35516	18822	3478	9061	3682	15904	7194
THOMAJA01 	12	102	30	14	6	11	37	14
THOMAJA02 	33	269	54	76	5	14	39	22
THOMAJI01 	161	3361	1355	418	377	210	1148	541
THOMAJO01 	208	2254	560	432	60	107	444	223
THOMAJO02 	39	204	55	43	17	0	86	23
THOMAKE01 	607	16995	5835	4255	960	1037	4931	2292
THOMAKU01 	896	23744	8295	6459	1030	1112	7260	3524
THOMARO01 	264	3292	1051	1075	198	234	938	439
THOMATE01 	28	136	77	36	3	0	65	28
THOMATI01 	807	21080	9319	3339	1258	1203	7815	3409
ThomaTy01 	225	4467	1733	1119	207	300	1405	628
THOMAWI01 	62	1067	555	114	55	94	550	243
THOMPBE01 	204	2935	1078	352	266	181	934	410
THOMPBI01 	300	6697	2566	1615	514	529	2128	1074
THOMPBR01 	168	1714	760	158	281	154	679	278
THOMPCO01 	44	520	122	120	34	31	137	43
THOMPDA01 	83	3101	2158	525	308	250	1567	807
THOMPDA01 	509	16305	11264	1921	1631	1129	8365	4213
THOMPDI01 	16	93	45	19	3	3	40	17
THOMPGE01 	73	1983	780	181	225	0	691	306
THOMPGE01 	364	12048	7334	1276	1336	672	5658	2648
THOMPJA01 	2	4	2	1	2	2	3	1
ThompJa02 	82	2300	910	606	93	146	717	356
THOMPJO01 	74	771	262	260	19	0	239	98
THOMPKE01 	14	58	13	13	3	5	14	6
THOMPLA01 	985	21238	7806	6689	1139	1644	6376	3136
THOMPMY01 	935	27764	12810	6951	2141	2104	10306	5191
THOMPPA01 	154	3105	1374	533	224	160	1315	568
THOMPST01 	19	91	31	19	8	5	37	14
THORESK01 	170	4868	2239	1875	329	257	1939	902
ThornAl01 	150	4820	2199	726	201	258	1921	843
THORNBO01 	283	3386	844	712	99	210	720	320
THORNDA01 	50	870	341	141	74	80	284	123
THORNRO01 	466	10376	5012	1463	1214	0	4479	1939
THORPOT01 	1257	39822	17600	10370	2730	2774	12593	6872
THREASE01 	951	22436	9327	1709	3613	1296	8075	3914
THURMNA01 	964	35875	14437	14464	2575	0	13105	5521
THURSME01 	14	0	78	0	4	0	113	32
